User_Addr,Class,Eyes,Ears,Back,Mouth,Horn,Tail,Winrate
https://axie.zone//profile?ron_addr=0x25a83fd63ec83d8ee227bae32a537c3c8741524a,Aquatic,Clear,Bubblemaker,Goldfish,Cute Bunny,Pocky,Nimo,0
https://axie.zone//profile?ron_addr=0x25a83fd63ec83d8ee227bae32a537c3c8741524a,Plant,Papi,Lotus,Garish Worm,Serious,Beech,Carrot,0
https://axie.zone//profile?ron_addr=0x25a83fd63ec83d8ee227bae32a537c3c8741524a,Bug,Papi,Ear Breathing,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0x67b58e1ed1fd988592f8b6e591aa2df82821b377,Beast,Robin,Pink Cheek,Ronin,Square Teeth,Dual Blade,Hare,0
https://axie.zone//profile?ron_addr=0x67b58e1ed1fd988592f8b6e591aa2df82821b377,Reptile,Cucumber Slice,Nimo,Garish Worm,Tiny Turtle,Cerastes,Shrimp,0
https://axie.zone//profile?ron_addr=0x67b58e1ed1fd988592f8b6e591aa2df82821b377,Plant,Papi,Hollow,Pumpkin,Herbivore,Leaf Bug,Cattail,0
https://axie.zone//profile?ron_addr=0x4d87f0d44169bbddfc688c17b4c77f17380638e5,Bug,Bookworm,Ear Breathing,Scarab,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0x4d87f0d44169bbddfc688c17b4c77f17380638e5,Aquatic,Telescope,Bubblemaker,Balloon,Risky Fish,Pliers,Koi,0
https://axie.zone//profile?ron_addr=0x4d87f0d44169bbddfc688c17b4c77f17380638e5,Plant,Papi,Clover,Garish Worm,Serious,Parasite,Hot Butt,0
https://axie.zone//profile?ron_addr=0xdb0b4aaf515b73c8ee5f105a17c6bd29da91ea53,Bug,Cucumber Slice,Ear Breathing,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0xdb0b4aaf515b73c8ee5f105a17c6bd29da91ea53,Aquatic,Clear,Bubblemaker,Blue Moon,Cute Bunny,Arco,Nimo,0
https://axie.zone//profile?ron_addr=0xdb0b4aaf515b73c8ee5f105a17c6bd29da91ea53,Plant,Confused,Hollow,Garish Worm,Pincer,Cactus,Hot Butt,0
https://axie.zone//profile?ron_addr=0x43af97fb245eb027083d01576be2e9bcb83be513,Bug,Kotaro?,Gill,Garish Worm,Cute Bunny,Antenna,Thorny Caterpillar,0
https://axie.zone//profile?ron_addr=0x43af97fb245eb027083d01576be2e9bcb83be513,Aquatic,Zeal,Risky Bird,Bone Sail,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x43af97fb245eb027083d01576be2e9bcb83be513,Dusk,Confused,Sidebarb,Bone Sail,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xd868422ee4b641766e5cbbad5ac3c09970d6f496,Aquatic,Telescope,Leaf Bug,Bone Sail,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0xd868422ee4b641766e5cbbad5ac3c09970d6f496,Aquatic,Gecko,Gill,Bidens,Cute Bunny,Antenna,Koi,0
https://axie.zone//profile?ron_addr=0xd868422ee4b641766e5cbbad5ac3c09970d6f496,Dusk,Confused,Curly,Snail Shell,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xc34607a7eb3fb7d8770413d175783d43540fa1b3,Dusk,Gero,Early Bird,Garish Worm,Tiny Turtle,Wing Horn,Grass Snake,0
https://axie.zone//profile?ron_addr=0xc34607a7eb3fb7d8770413d175783d43540fa1b3,Dusk,Clear,Puppy,Garish Worm,Toothless Bite,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0xc34607a7eb3fb7d8770413d175783d43540fa1b3,Plant,Papi,Hollow,Pumpkin,Pincer,Leaf Bug,Yam,0
https://axie.zone//profile?ron_addr=0x72cfe399669f33b9e1befe463ea6ca43c3f41b92,Aquatic,Clear,Inkling,Goldfish,Doubletalk,Dual Blade,Koi,0
https://axie.zone//profile?ron_addr=0x72cfe399669f33b9e1befe463ea6ca43c3f41b92,Aquatic,Telescope,Nimo,Goldfish,Risky Fish,Dual Blade,Nimo,0
https://axie.zone//profile?ron_addr=0x72cfe399669f33b9e1befe463ea6ca43c3f41b92,Plant,Papi,Clover,Bidens,Serious,Cactus,Hot Butt,0
https://axie.zone//profile?ron_addr=0x654ef23cbb6e17ec2f855d2b3530e2bb458aa49d,Dusk,Tricky,Tassels,Bone Sail,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x654ef23cbb6e17ec2f855d2b3530e2bb458aa49d,Dusk,Clear,Belieber,Bone Sail,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0x654ef23cbb6e17ec2f855d2b3530e2bb458aa49d,Aquatic,Clear,Inkling,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xd3924da968e55b46342c1f9ca2a55c78fc9907dd,Plant,Blossom,Clover,Pumpkin,Serious,Leaf Bug,Yam,0
https://axie.zone//profile?ron_addr=0xd3924da968e55b46342c1f9ca2a55c78fc9907dd,Dusk,Papi,Larva,Garish Worm,Toothless Bite,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0xd3924da968e55b46342c1f9ca2a55c78fc9907dd,Dusk,Sleepless,Gill,Garish Worm,Tiny Turtle,Wing Horn,Grass Snake,0
https://axie.zone//profile?ron_addr=0x258d6e072e9a8eb5e9cb04ad405b2f303933d65b,Bug,Bookworm,Beetle Spike,Sandal,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x258d6e072e9a8eb5e9cb04ad405b2f303933d65b,Dusk,Gero,Nyan,Bidens,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0x258d6e072e9a8eb5e9cb04ad405b2f303933d65b,Aquatic,Gero,Inkling,Bone Sail,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xa8d174e5454f11d3b7d283bdf8c9bf32081d8e9a,Reptile,Blossom,Small Frill,Bidens,Cute Bunny,Incisor,Thorny Caterpillar,0
https://axie.zone//profile?ron_addr=0xa8d174e5454f11d3b7d283bdf8c9bf32081d8e9a,Plant,Papi,Sidebarb,Watering Can,Cute Bunny,Leaf Bug,Hot Butt,0
https://axie.zone//profile?ron_addr=0xa8d174e5454f11d3b7d283bdf8c9bf32081d8e9a,Bird,Mavis,Owl,Pigeon Post,Cute Bunny,Eggshell,Post Fight,0
https://axie.zone//profile?ron_addr=0x14f113cfed4da244bfe331cbe1792b22d2756771,Plant,Cucumber Slice,Lotus,Bidens,Zigzag,Cactus,Hot Butt,0
https://axie.zone//profile?ron_addr=0x14f113cfed4da244bfe331cbe1792b22d2756771,Aquatic,Clear,Owl,Ronin,Risky Fish,Dual Blade,Nimo,0
https://axie.zone//profile?ron_addr=0x14f113cfed4da244bfe331cbe1792b22d2756771,Plant,Papi,Sakura,Pumpkin,Serious,Leaf Bug,Cattail,0
https://axie.zone//profile?ron_addr=0x8283986273466f9427afe5abb059ffea1cc84fe0,Aquatic,Clear,Inkling,Sandal,Piranha,Arco,Gravel Ant,0
https://axie.zone//profile?ron_addr=0x8283986273466f9427afe5abb059ffea1cc84fe0,Dusk,Clear,Bubblemaker,Bone Sail,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x8283986273466f9427afe5abb059ffea1cc84fe0,Dusk,Mavis,Bubblemaker,Snail Shell,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x33beb9b89c296de50f00f42f2a78e1adf5cf9875,Bug,Sleepless,Leaf Bug,Bone Sail,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x33beb9b89c296de50f00f42f2a78e1adf5cf9875,Plant,Blossom,Rosa,Bidens,Zigzag,Antenna,Hot Butt,0
https://axie.zone//profile?ron_addr=0x33beb9b89c296de50f00f42f2a78e1adf5cf9875,Aquatic,Sleepless,Friezard,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x8df1542ada6751a5293804d0a533a47f337cd5fc,Bug,Confused,Nimo,Garish Worm,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x8df1542ada6751a5293804d0a533a47f337cd5fc,Aquatic,Clear,Inkling,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x8df1542ada6751a5293804d0a533a47f337cd5fc,Dusk,Gero,Pogona,Bidens,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0x07e900e4df527e447e13280dc66356408fd8c437,Bug,Confused,Clover,Garish Worm,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x07e900e4df527e447e13280dc66356408fd8c437,Plant,Papi,Lotus,Pumpkin,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0x07e900e4df527e447e13280dc66356408fd8c437,Aquatic,Clear,Zen,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xa4ed68d543479d1b9d95ffac1f2c0c9188ad283e,Bird,Little Owl,Owl,Pigeon Post,Doubletalk,Eggshell,Post Fight,0
https://axie.zone//profile?ron_addr=0xa4ed68d543479d1b9d95ffac1f2c0c9188ad283e,Aquatic,Clear,Inkling,Sponge,Risky Fish,Dual Blade,Nimo,0
https://axie.zone//profile?ron_addr=0xa4ed68d543479d1b9d95ffac1f2c0c9188ad283e,Plant,Papi,Sakura,Bidens,Zigzag,Beech,Hatsune,0
https://axie.zone//profile?ron_addr=0x08bd2015474e61c5179632bb78cd39bfae1a27bb,Plant,Papi,Hollow,Garish Worm,Zigzag,Leaf Bug,Hot Butt,0
https://axie.zone//profile?ron_addr=0x08bd2015474e61c5179632bb78cd39bfae1a27bb,Aquatic,Zeal,Owl,Goldfish,Cute Bunny,Oranda,Nimo,0
https://axie.zone//profile?ron_addr=0x08bd2015474e61c5179632bb78cd39bfae1a27bb,Bug,Mavis,Sakura,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0xbe9fd4a239359dd31d386c13d643cb6dad989c4d,Reptile,Robin,Seaslug,Indian Star,Cute Bunny,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0xbe9fd4a239359dd31d386c13d643cb6dad989c4d,Plant,Confused,Leafy,Pumpkin,Cute Bunny,Beech,Rice,0
https://axie.zone//profile?ron_addr=0xbe9fd4a239359dd31d386c13d643cb6dad989c4d,Dusk,Clear,Risky Bird,Buzz Buzz,Cute Bunny,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0x454ea7ca403c18420408ef1fc0f046596e6e05b2,Plant,Papi,Hollow,Bidens,Mosquito,Rose Bud,Yam,0
https://axie.zone//profile?ron_addr=0x454ea7ca403c18420408ef1fc0f046596e6e05b2,Reptile,Clear,Friezard,Croc,Toothless Bite,Incisor,Grass Snake,0
https://axie.zone//profile?ron_addr=0x454ea7ca403c18420408ef1fc0f046596e6e05b2,Dusk,Clear,Gill,Furball,Tiny Turtle,Wing Horn,Grass Snake,0
https://axie.zone//profile?ron_addr=0x1ebf526bfa29d0256a03b5c2c3c88fc56dbf3f87,Aquatic,Clear,Bubblemaker,Goldfish,Cute Bunny,Dual Blade,Nimo,0
https://axie.zone//profile?ron_addr=0x1ebf526bfa29d0256a03b5c2c3c88fc56dbf3f87,Aquatic,Clear,Inkling,Goldfish,Cute Bunny,Bumpy,Nimo,0
https://axie.zone//profile?ron_addr=0x1ebf526bfa29d0256a03b5c2c3c88fc56dbf3f87,Aquatic,Clear,Nimo,Risky Beast,Cute Bunny,Parasite,Koi,0
https://axie.zone//profile?ron_addr=0x18aeaaaba0a3aab0ac390cab35397dc24f999ecc,Plant,Papi,Lotus,Garish Worm,Cute Bunny,Cactus,Hot Butt,0
https://axie.zone//profile?ron_addr=0x18aeaaaba0a3aab0ac390cab35397dc24f999ecc,Bug,Papi,Ear Breathing,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0x18aeaaaba0a3aab0ac390cab35397dc24f999ecc,Aquatic,Telescope,Gill,Goldfish,Cute Bunny,Oranda,Nimo,0
https://axie.zone//profile?ron_addr=0xb0fa76b98a60124419bc5c059cdd57410e2e43d3,Plant,Tricky,Hollow,Garish Worm,Pincer,Cactus,Hot Butt,0
https://axie.zone//profile?ron_addr=0xb0fa76b98a60124419bc5c059cdd57410e2e43d3,Bug,Cucumber Slice,Ear Breathing,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0xb0fa76b98a60124419bc5c059cdd57410e2e43d3,Aquatic,Clear,Gill,Goldfish,Cute Bunny,Oranda,Nimo,0
https://axie.zone//profile?ron_addr=0x7093b896e19b8d3c1bd5f756c25a7785e65f7693,Bug,Kotaro?,Ear Breathing,Garish Worm,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0x7093b896e19b8d3c1bd5f756c25a7785e65f7693,Plant,Papi,Sidebarb,Garish Worm,Serious,Pocky,Carrot,0
https://axie.zone//profile?ron_addr=0x7093b896e19b8d3c1bd5f756c25a7785e65f7693,Aquatic,Clear,Tiny Fan,Goldfish,Cute Bunny,Arco,Nimo,0
https://axie.zone//profile?ron_addr=0x460e7489515256202d43368a524be034abb97741,Dusk,Nerdy,Belieber,Bone Sail,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x460e7489515256202d43368a524be034abb97741,Dusk,Confused,Seaslug,Red Ear,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0x460e7489515256202d43368a524be034abb97741,Dusk,Clear,Seaslug,Ronin,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xc63a54d5e0efc2d46ecad63c4d778cf60fadb010,Bug,Gecko,Sakura,Bone Sail,Pincer,Parasite,Fish Snack,0
https://axie.zone//profile?ron_addr=0xc63a54d5e0efc2d46ecad63c4d778cf60fadb010,Plant,Confused,Lotus,Bidens,Cute Bunny,Beech,Hatsune,0
https://axie.zone//profile?ron_addr=0xc63a54d5e0efc2d46ecad63c4d778cf60fadb010,Bird,Mavis,Early Bird,Pigeon Post,Cute Bunny,Eggshell,Post Fight,0
https://axie.zone//profile?ron_addr=0xbfbf429565c499b1799df66a2137c94506a4f3ab,Dusk,Scar,Curly,Watering Can,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0xbfbf429565c499b1799df66a2137c94506a4f3ab,Bug,Sleepless,Risky Bird,Garish Worm,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0xbfbf429565c499b1799df66a2137c94506a4f3ab,Aquatic,Clear,Inkling,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0xb7a06807f0c85738e02cf315a39aca7a60d38491,Aquatic,Clear,Bubblemaker,Garish Worm,Risky Fish,Shoal Star,Nimo,0
https://axie.zone//profile?ron_addr=0xb7a06807f0c85738e02cf315a39aca7a60d38491,Aquatic,Clear,Bubblemaker,Garish Worm,Risky Fish,Pliers,Koi,0
https://axie.zone//profile?ron_addr=0xb7a06807f0c85738e02cf315a39aca7a60d38491,Aquatic,Clear,Bubblemaker,Garish Worm,Cute Bunny,Shoal Star,Nimo,0
https://axie.zone//profile?ron_addr=0x1ae6092ba286acba5f790de8607a29f604d53484,Dusk,Mavis,Gill,Furball,Tiny Turtle,Wing Horn,Grass Snake,0
https://axie.zone//profile?ron_addr=0x1ae6092ba286acba5f790de8607a29f604d53484,Dusk,Telescope,Tiny Fan,Bone Sail,Toothless Bite,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0x1ae6092ba286acba5f790de8607a29f604d53484,Dusk,Scar,Lotus,Bidens,Zigzag,Leaf Bug,Yam,0
https://axie.zone//profile?ron_addr=0x2d12aacb8642c8f10c2941d20cd3b9daf806db45,Plant,Confused,Lotus,Pumpkin,Serious,Leaf Bug,Yam,0
https://axie.zone//profile?ron_addr=0x2d12aacb8642c8f10c2941d20cd3b9daf806db45,Reptile,Blossom,Curved Spine,Garish Worm,Toothless Bite,Cerastes,Grass Snake,0
https://axie.zone//profile?ron_addr=0x2d12aacb8642c8f10c2941d20cd3b9daf806db45,Dusk,Gero,Bubblemaker,Garish Worm,Tiny Turtle,Wing Horn,Grass Snake,0
https://axie.zone//profile?ron_addr=0x939c65212b5c009968d8aa8c4e8e421df2dd742a,Plant,Cucumber Slice,Sakura,Bidens,Zigzag,Cactus,Carrot,0
https://axie.zone//profile?ron_addr=0x939c65212b5c009968d8aa8c4e8e421df2dd742a,Mech,Mavis,Gill,Jaguar,Goda,Dual Blade,Hare,0
https://axie.zone//profile?ron_addr=0x939c65212b5c009968d8aa8c4e8e421df2dd742a,Dusk,Sleepless,Bubblemaker,Tri Spikes,Tiny Turtle,Incisor,Nimo,0
https://axie.zone//profile?ron_addr=0xd8dcd4ea1ec19645d730a2829acba5abf0a07abe,Dusk,Papi,Curved Spine,Bone Sail,Cute Bunny,Antenna,Carrot,0
https://axie.zone//profile?ron_addr=0xd8dcd4ea1ec19645d730a2829acba5abf0a07abe,Dusk,Gero,Seaslug,Garish Worm,Cute Bunny,Antenna,Fish Snack,0
https://axie.zone//profile?ron_addr=0xd8dcd4ea1ec19645d730a2829acba5abf0a07abe,Dusk,Clear,Bubblemaker,Goldfish,Cute Bunny,Antenna,Nimo,0
https://axie.zone//profile?ron_addr=0x6f4763771c9751d379326f6cd11fceba03cefa48,Bug,Bookworm,Pink Cheek,Garish Worm,Pincer,Parasite,Wall Gecko,0
https://axie.zone//profile?ron_addr=0x6f4763771c9751d379326f6cd11fceba03cefa48,Aquatic,Clear,Risky Bird,Goldfish,Cute Bunny,Oranda,Nimo,0
https://axie.zone//profile?ron_addr=0x6f4763771c9751d379326f6cd11fceba03cefa48,Plant,Confused,Lotus,Garish Worm,Zigzag,Beech,Hot Butt,0
